Name,Estado,Cidade,Segmento,Público Alvo,Modelo de Receita,Ano de Fundação,Tamanho,Mais Informação,Momento
proesc.com,SE,ARACAJU,S/N,B2B,S/N,2008,6-10,sbase.me/s/proesccom,Tração
WAPSoftware,SE,NOSSA SENHORA DO SOCORRO,Outros,B2B,SaaS,(Não informado),6-10,sbase.me/s/wapsoftware,Tração
OrçaFascio,SE,ARACAJU,Construção Civil,B2B,SaaS,2015,6-10,sbase.me/s/orcafascio,Tração
HUB4B,SE,ARACAJU,Advertising,B2B,Marketplace,(Não informado),1-5,sbase.me/s/hub4b,Ideação
AZDOC,SE,ARACAJU,Big Data,B2B,SaaS,2021,1-5,sbase.me/s/azdoc,Operação
ELESSON,SE,ARACAJU,Educação,B2B2C,Licenciamento,2021,6-10,sbase.me/s/elesson,Operação
Veggin,SE,ARACAJU,Saúde e Bem-estar,B2B2C,Marketplace,2019,1-5,sbase.me/s/veggin,Operação
DATA VIKA,SE,ARACAJU,Varejo / Atacado,B2B2C,SaaS,2020,1-5,sbase.me/s/data-vika,Ideação
Há-Bu,SE,ARACAJU,Desenvolvimento de Software,B2B,Outros,2019,1-5,sbase.me/s/habu,Ideação
Acelerase Startups,SE,ARACAJU,Outros,B2S,Outros,2018,6-10,sbase.me/s/acelerase-startups,Tração
Invent Solar,AC,RIO BRANCO,Energia,P2P,Outros,2018,1-5,sbase.me/s/invent-solar,Ideação
Vou Pra Salvador,AC,RIO BRANCO,Big Data,S/N,S/N,(Não informado),6-10,sbase.me/s/vou-pra-salvador,Tração
Explicaê,AC,RIO BRANCO,Educação,B2C,SaaS,(Não informado),21-50,sbase.me/s/explicae,Tração
8Sistemas,AC,SENA MADUREIRA,Outros,B2C,SaaS,2013,6-10,sbase.me/s/8sistemas,Tração
Ecoins,AC,RIO BRANCO,Internet,P2P,Outros,2014,6-10,sbase.me/s/ecoins,Tração
Filazero,AC,RIO BRANCO,Saúde e Bem-estar,B2B2C,SaaS,2010,6-10,sbase.me/s/filazero,Tração
Hydros,AC,ACRELÂNDIA,Outros,B2B,SaaS,1993,11-20,sbase.me/s/hydros,Tração
Collective - Consultoria & Gestão em Saúde,AC,RIO BRANCO,Saúde e Bem-estar,B2B2C,Marketplace,2020,1-5,sbase.me/s/collective-consultoria-gestao-em-saude,Operação
COZINHA MINUTO,AC,RIO BRANCO,Produtos de Consumo,B2B2C,Consumer,1996,6-10,sbase.me/s/cozinha-minuto,Operação
Engenharia Hoje,AC,RIO BRANCO,Comunicação e Mídia,S/N,E-commerce,2013,6-10,sbase.me/s/engenharia-hoje,Operação
DTEC Soluções,AC,RIO BRANCO,Serviços Profissionais,B2B,Outros,2013,6-10,sbase.me/s/dtec-solucoes,Tração
Pagcerto - Plataforma completa de pagamentos,SE,ARACAJU,Finanças,B2B,API,2013,21-50,sbase.me/s/pagcerto-plataforma-completa-de-pagamentos,Scaleup
ReCB Cobrança Inteligente,PI,TERESINA,Finanças,B2B2C,SaaS,2016,6-10,sbase.me/s/recb-cobranca-inteligente,Scaleup
Diário Eletrônico,MA,IMPERATRIZ,Educação,B2G,SaaS,2015,6-10,sbase.me/s/diario-eletronico,Scaleup
Doity,AL,MACEIÓ,Eventos e Turismo,B2B2C,Marketplace,2012,21-50,sbase.me/s/doity,Scaleup
TellMe School,PB,JOÃO PESSOA,Educação,B2B,SaaS,2013,11-20,sbase.me/s/tellme-school,Scaleup
FABWORK,PB,JOÃO PESSOA,Educação,B2B,Outros,2018,11-20,sbase.me/s/fabwork-,Scaleup
AgriStore,MT,NOVA MUTUM,Agronegócio,B2B2C,E-commerce,2018,11-20,sbase.me/s/agristore,Scaleup
Estuda.com,MT,CUIABÁ,Educação,B2B2C,SaaS,2014,21-50,sbase.me/s/estudacom,Scaleup
QBB Advocacia,RN,NATAL,Serviços Profissionais,B2B,Consumer,2014,6-10,sbase.me/s/qbb-advocacia,Scaleup
Fiscallize,RN,NATAL,Educação,B2B,Marketplace,2018,1-5,sbase.me/s/fiscallize,Scaleup
WIZARD SYSTEM,RN,NATAL,Gestão,B2B,SaaS,2011,6-10,sbase.me/s/wizard-system,Scaleup
ExprTize,AM,MANAUS,Internet,B2B2C,E-commerce,2018,6-10,sbase.me/s/exprtize,Scaleup
RIAT,AM,MANAUS,Saúde e Bem-estar,B2B,Outros,2017,51-100,sbase.me/s/riat,Scaleup
Hermida Maia Sociedade Individual de Advocacia,AM,MANAUS,Direito,B2B,Outros,2017,101-200,sbase.me/s/hermida-maia-sociedade-individual-de-advocacia,Scaleup
Terras App Solutions,PA,BELÉM,Finanças,B2B2C,SaaS,2014,21-50,sbase.me/s/terras-app-solutions,Scaleup
wpe4bank,PA,BELÉM,Finanças,B2B2C,Consumer,2015,6-10,sbase.me/s/wpe4bank,Scaleup
Icloud,PA,BELÉM,Outros,S/N,S/N,(Não informado),6-10,sbase.me/s/icloud,Scaleup
TWIM INVESTIMENTOS,PA,BELÉM,Outros,B2B,Outros,2016,21-50,sbase.me/s/twim-investimentos,Scaleup
Superticket,ES,VITÓRIA,Vendas e Marketing,B2B,SaaS,2015,6-10,sbase.me/s/superticket,Scaleup
Frete Rápido,ES,BAIXO GUANDU,E-commerce,B2B,SaaS,2015,21-50,sbase.me/s/frete-rapido,Scaleup
AEVO,ES,VITÓRIA,Recursos Humanos,B2B,SaaS,2007,21-50,sbase.me/s/aevo,Scaleup
KOKAR,ES,VITÓRIA,Outros,B2C,Consumer,2014,6-10,sbase.me/s/kokar,Scaleup
Multifidelidade,ES,VITÓRIA,Finanças,B2B2C,Outros,(Não informado),6-10,sbase.me/s/multifidelidade,Scaleup
Sigmais IoT Company,ES,VITÓRIA,Construção Civil,B2B,Hardware,(Não informado),6-10,sbase.me/s/sigmais-iot-company,Scaleup
puzzle.lab,ES,VITÓRIA,Desenvolvimento de Software,B2B2C,Outros,2016,21-50,sbase.me/s/puzzlelab,Scaleup
HubLocal,CE,FORTALEZA,Vendas e Marketing,B2B,SaaS,2019,21-50,sbase.me/s/hublocal,Scaleup
Elephant,CE,FORTALEZA,Serviços Profissionais,B2B2C,Outros,2010,21-50,sbase.me/s/elephant,Scaleup
Imóveis CE,CE,FORTALEZA,Imobiliário,B2C,Consumer,(Não informado),6-10,sbase.me/s/imoveis-ce,Scaleup
Mobills,CE,FORTALEZA,Finanças,B2C,SaaS,(Não informado),6-10,sbase.me/s/mobills,Scaleup
Elabore Collab Store,CE,FORTALEZA,Varejo / Atacado,B2B,Marketplace,(Não informado),6-10,sbase.me/s/elabore-collab-store,Scaleup
Supermenu,CE,FORTALEZA,Varejo / Atacado,B2B,SaaS,2016,21-50,sbase.me/s/supermenu,Scaleup
Bugaboo Studio,CE,FORTALEZA,Construção Civil,B2B,Outros,2013,21-50,sbase.me/s/bugaboo-studio,Scaleup
Desenrolado,CE,FORTALEZA,Educação,B2B,Outros,2014,21-50,sbase.me/s/desenrolado,Scaleup
Blu- sistema predial de água mineral,CE,FORTALEZA,Produtos de Consumo,B2B2C,Licenciamento,2007,6-10,sbase.me/s/blu-sistema-predial-de-agua-mineral,Scaleup
INVISTA TECNOLOGIA,CE,FORTALEZA,Logística e Mobilidade Urbana,B2B,SaaS,2009,21-50,sbase.me/s/invista-tecnologia,Scaleup
Agenda Edu,CE,FORTALEZA,Educação,B2B,SaaS,2014,101-200,sbase.me/s/agenda-edu,Scaleup
7 Cantos,CE,FORTALEZA,Outros,S/N,S/N,(Não informado),6-10,sbase.me/s/7-cantos,Scaleup
Auttogram,GO,GOIÂNIA,S/N,B2B,SaaS,(Não informado),6-10,sbase.me/s/auttogram,Scaleup
NectarCRM,GO,GOIÂNIA,CRM,B2B,SaaS,2016,101-200,sbase.me/s/nectarcrm,Scaleup
UsadosBR.com,GO,GOIÂNIA,Vendas e Marketing,B2S,Marketplace,2004,6-10,sbase.me/s/usadosbrcom,Scaleup
Galax Pay,MG,BELO HORIZONTE,Finanças,B2B,SaaS,2018,21-50,sbase.me/s/galax-pay,Scaleup
SemSenha.com,MG,JUIZ DE FORA,Internet,B2B,SaaS,2013,11-20,sbase.me/s/semsenhacom,Scaleup
Monetus,MG,BELO HORIZONTE,Finanças,B2C,API,2016,21-50,sbase.me/s/monetus,Scaleup
AIX,MG,BELO HORIZONTE,Educação,B2B,SaaS,1990,6-10,sbase.me/s/aix,Scaleup
Buddys,MG,BELO HORIZONTE,Educação,B2C,Outros,2013,6-10,sbase.me/s/buddys,Scaleup
Fina - Antecipação de Recebíveis,MG,BELO HORIZONTE,Finanças,B2B,SaaS,2015,6-10,sbase.me/s/fina-antecipacao-de-recebiveis,Scaleup
TrackerUp,MG,FORMIGA,Gestão,B2B,SaaS,2017,21-50,sbase.me/s/trackerup,Scaleup
Donuz,MG,BETIM,Desenvolvimento de Software,B2B2C,SaaS,2012,21-50,sbase.me/s/donuz,Scaleup
Prodfy,MG,VIÇOSA,Agronegócio,B2B,SaaS,2010,6-10,sbase.me/s/prodfy,Scaleup
Ipê Digital,MG,UBERLÂNDIA,Desenvolvimento de Software,B2B,SaaS,2014,101-200,sbase.me/s/ipe-digital,Scaleup
Tag,MG,BELO HORIZONTE,Imobiliário,B2B,Licenciamento,2016,21-50,sbase.me/s/tag,Scaleup
Psicologia Viva,MG,BELO HORIZONTE,Saúde e Bem-estar,B2B2C,Marketplace,2015,21-50,sbase.me/s/psicologia-viva,Scaleup
Take,MG,BELO HORIZONTE,TIC e Telecom,B2B,Outros,1999,101-200,sbase.me/s/take,Scaleup
Plataforma Redigir,MG,BELO HORIZONTE,Educação,B2B,Outros,2014,21-50,sbase.me/s/plataforma-redigir,Scaleup
Istoke,MG,NOVA LIMA,E-commerce,B2B,Marketplace,2020,21-50,sbase.me/s/istoke,Scaleup
DDMX,MG,ITAJUBÁ,Logística e Mobilidade Urbana,B2B2C,Consumer,2010,6-10,sbase.me/s/ddmx,Scaleup
DAC Engenharia,MG,ITAJUBÁ,Construção Civil,B2B2C,Outros,2007,6-10,sbase.me/s/dac-engenharia,Scaleup
B2ML,MG,ITAJUBÁ,Desenvolvimento de Software,B2B2C,SaaS,2006,N/D,sbase.me/s/b2ml,Scaleup
AutHosp,MG,ITAJUBÁ,Saúde e Bem-estar,B2B2C,Marketplace,2008,6-10,sbase.me/s/authosp,Scaleup
ARQUET DESIGN,MG,ITAJUBÁ,Advertising,B2B2C,Consumer,2001,6-10,sbase.me/s/arquet-design,Scaleup
AMANTYKIR TECNOLOGIA EM MAQUINAS ESPECIAIS,MG,ITAJUBÁ,Indústria,B2B2C,Hardware,2007,6-10,sbase.me/s/amantykir-tecnologia-em-maquinas-especiais,Scaleup
OuY,MG,ITAJUBÁ,Meio Ambiente,B2B2C,Consumer,2006,6-10,sbase.me/s/ouy,Scaleup
VERTH Tecnologia,MG,ITAJUBÁ,Internet,B2B2C,Hardware,2013,6-10,sbase.me/s/verth-tecnologia,Scaleup
SUNNIT,MG,ITAJUBÁ,Vendas e Marketing,B2B2C,E-commerce,2019,6-10,sbase.me/s/sunnit,Scaleup
BOOMERANGOO,MG,ITAJUBÁ,Vendas e Marketing,B2B2C,E-commerce,2019,6-10,sbase.me/s/boomerangoo-1594403761375,Scaleup
RURAL SMART,MG,ITAJUBÁ,Agronegócio,B2B2C,Hardware,2016,6-10,sbase.me/s/rural-smart,Scaleup
PXL CORPORATION,MG,ITAJUBÁ,Big Data,B2B,Venda de dados,2012,6-10,sbase.me/s/pxl-corporation,Scaleup
Organic Soluções,MG,ITAJUBÁ,Desenvolvimento de Software,B2B,SaaS,2015,6-10,sbase.me/s/organic-solucoes,Scaleup
PD SOLUCOES,MG,ITAJUBÁ,Desenvolvimento de Software,B2B2C,SaaS,2008,6-10,sbase.me/s/pd-solucoes,Scaleup
MARTINSON MACHINE,MG,ITAJUBÁ,Gestão,B2B,SaaS,2018,6-10,sbase.me/s/martinson-machine,Scaleup
LITELEDS,MG,ITAJUBÁ,Energia,B2B2C,Hardware,2018,6-10,sbase.me/s/liteleds,Scaleup
KMEE,MG,ITAJUBÁ,Desenvolvimento de Software,B2B2C,SaaS,2015,6-10,sbase.me/s/kmee,Scaleup
IRRICONTROL,MG,ITAJUBÁ,Agronegócio,B2B2C,Hardware,2017,6-10,sbase.me/s/irricontrol,Scaleup
indWise,MG,NOVA LIMA,Indústria,B2B,Hardware,2017,6-10,sbase.me/s/indwise-1594220158468,Scaleup
SMART PUBLICA,MG,ITAJUBÁ,Serviços Profissionais,B2B2C,Outros,2019,6-10,sbase.me/s/smart-publica,Scaleup
3 T SOLAR ENGENHARIA,MG,ITAJUBÁ,Energia,B2B2C,Hardware,2019,6-10,sbase.me/s/3-t-solar-engenharia,Scaleup
GLOBAL ID CODE COMPANY,MG,ITAJUBÁ,Segurança e Defesa,B2B2C,SaaS,2018,6-10,sbase.me/s/global-id-code-company,Scaleup
Eye Connect,MG,ITAJUBÁ,Saúde e Bem-estar,B2S,Consumer,2018,6-10,sbase.me/s/eye-connect,Scaleup
ENGTELCO,MG,ITAJUBÁ,TIC e Telecom,B2B2C,Hardware,2019,6-10,sbase.me/s/engtelco,Scaleup
DYNCIR,MG,ITAJUBÁ,Hardware,B2B2C,Hardware,2014,6-10,sbase.me/s/dyncir,Scaleup
BIOMETANO ENERGIA,MG,ITAJUBÁ,Energia,B2B2C,Hardware,2016,6-10,sbase.me/s/biometano-energia,Scaleup
BAWSAW,MG,ITAJUBÁ,E-commerce,B2S,Marketplace,2019,6-10,sbase.me/s/bawsaw,Scaleup
QUADRAND SOLUCOES,MG,ITAJUBÁ,Desenvolvimento de Software,B2B,SaaS,2019,N/D,sbase.me/s/quadrand-solucoes,Scaleup
9W SECURITY,MG,ITAJUBÁ,Segurança e Defesa,B2B2C,Consumer,2019,6-10,sbase.me/s/9w-security,Scaleup
NexAtlas,MG,ITAJUBÁ,Logística e Mobilidade Urbana,B2B2C,SaaS,2016,6-10,sbase.me/s/nexatlas-1592922211961,Scaleup
CafeIn,MG,ITAJUBÁ,Agronegócio,B2S,Consumer,2019,6-10,sbase.me/s/cafein,Scaleup
Changes Economia Circular,MG,ITAJUBÁ,Indústria,B2B2C,Consumer,2019,6-10,sbase.me/s/changes-economia-circular,Scaleup
Autoponia,MG,ITAJUBÁ,Agronegócio,B2B2C,Consumer,2019,6-10,sbase.me/s/autoponia,Scaleup
Nest Digital,MG,ITAJUBÁ,Internet,B2S,SaaS,2014,6-10,sbase.me/s/nest-digital,Scaleup
Predito,MG,BETIM,Indústria,B2B,SaaS,(Não informado),N/D,sbase.me/s/predito,Scaleup
Maio Marketing,MG,BELO HORIZONTE,Comunicação e Mídia,B2B,Outros,2013,21-50,sbase.me/s/maio-marketing,Scaleup
Aqua,MG,BELO HORIZONTE,Vendas e Marketing,B2B,Licenciamento,2009,11-20,sbase.me/s/aqua,Scaleup
PsicoManager,MG,UBERLÂNDIA,Gestão,B2B,SaaS,2015,11-20,sbase.me/s/psicomanager,Scaleup
TM2Digital,MG,UBERLÂNDIA,Finanças,B2B,Consumer,2016,21-50,sbase.me/s/tm2digital-,Scaleup
DashGoo,MG,UBERLÂNDIA,Vendas e Marketing,B2B,SaaS,2017,6-10,sbase.me/s/dashgoo,Scaleup
Sympla,MG,BELO HORIZONTE,Advertising,B2B2C,Marketplace,2012,201-500,sbase.me/s/sympla,Scaleup
Simply,MG,BELO HORIZONTE,Finanças,B2B,SaaS,2006,21-50,sbase.me/s/simply,Scaleup
Formação Continuada em Neuropsicologia,MG,BELO HORIZONTE,Educação,B2C,E-commerce,2018,6-10,sbase.me/s/formacao-continuada-em-neuropsicologia,Scaleup
Sidequest,MG,BELO HORIZONTE,Imobiliário,B2B,Consumer,(Não informado),6-10,sbase.me/s/sidequest,Scaleup
Universal Sistemas,MG,BELO HORIZONTE,Imobiliário,B2B,Marketplace,(Não informado),6-10,sbase.me/s/universal-sistemas,Scaleup
Bkper,MG,BELO HORIZONTE,Finanças,B2B,SaaS,(Não informado),6-10,sbase.me/s/bkper,Scaleup
AprendeAí,MG,BELO HORIZONTE,Educação,B2B2C,SaaS,(Não informado),6-10,sbase.me/s/aprendeai,Scaleup
HUMAN,MG,JOÃO MONLEVADE,Varejo / Atacado,B2B,E-commerce,(Não informado),6-10,sbase.me/s/human,Scaleup
PROREC Soluções Sustentáveis,MG,MONTES CLAROS,Energia,B2B,Consumer,(Não informado),6-10,sbase.me/s/prorec-solucoes-sustentaveis,Scaleup
Opinion Box,MG,BELO HORIZONTE,Varejo / Atacado,B2B,SaaS,(Não informado),6-10,sbase.me/s/opinion-box,Scaleup
3tc Isolamento,MG,CONTAGEM,Construção Civil,B2B2C,E-commerce,(Não informado),6-10,sbase.me/s/3tc-isolamento,Scaleup
Consulte GEO Ltda,MG,BELO HORIZONTE,Construção Civil,S/N,Outros,(Não informado),6-10,sbase.me/s/consulte-geo-ltda,Scaleup
LeCupon,MG,BELO HORIZONTE,Varejo / Atacado,B2C,Consumer,2016,6-10,sbase.me/s/lecupon,Scaleup
Vulpi,MG,BELO HORIZONTE,Recrutamento,B2B,SaaS,2016,21-50,sbase.me/s/vulpi,Scaleup
Guiando,MG,JUIZ DE FORA,TIC e Telecom,B2B,SaaS,2006,101-200,sbase.me/s/guiando,Scaleup
Reportei,MG,JUIZ DE FORA,Comunicação e Mídia,B2B,SaaS,2015,6-10,sbase.me/s/reportei,Scaleup
HANDCOM,MG,JUIZ DE FORA,Varejo / Atacado,B2B,Licenciamento,2016,21-50,sbase.me/s/handcom,Scaleup
Solides,MG,BELO HORIZONTE,Recursos Humanos,B2B,SaaS,2010,101-200,sbase.me/s/solides,Scaleup
Siteware Soluções Ltda,MG,BELO HORIZONTE,Indústria,B2B,SaaS,1999,101-200,sbase.me/s/siteware-solucoes-ltda,Scaleup
Shippify,MG,BELO HORIZONTE,Logística e Mobilidade Urbana,B2B,SaaS,2014,6-10,sbase.me/s/shippify,Scaleup
CRM Educacional,MG,BELO HORIZONTE,Educação,B2B,SaaS,2015,21-50,sbase.me/s/crm-educacional,Scaleup
Prova Fácil,MG,BELO HORIZONTE,Educação,B2B,SaaS,2012,21-50,sbase.me/s/prova-facil,Scaleup
iClips,MG,JUIZ DE FORA,Comunicação e Mídia,B2B,SaaS,2002,21-50,sbase.me/s/iclips,Scaleup
Kriativar,MG,BELO HORIZONTE,Educação,B2B2C,SaaS,2014,6-10,sbase.me/s/kriativar,Scaleup
Arkmeds,MG,BELO HORIZONTE,Saúde e Bem-estar,B2B,SaaS,2016,6-10,sbase.me/s/arkmeds,Scaleup
Impulso TI,MG,BELO HORIZONTE,Internet,B2B,Licenciamento,2010,6-10,sbase.me/s/impulso-ti,Scaleup
Fastdezine,MG,BELO HORIZONTE,Advertising,B2B,Marketplace,2015,6-10,sbase.me/s/fastdezine,Scaleup
Strider,MG,BELO HORIZONTE,Agronegócio,B2B,SaaS,2013,21-50,sbase.me/s/strider,Scaleup
Learncafe.com,MG,BELO HORIZONTE,Educação,B2C,Marketplace,2013,6-10,sbase.me/s/learncafecom,Scaleup
Espresso,MG,UBERLÂNDIA,Finanças,B2B,SaaS,2015,6-10,sbase.me/s/espresso,Scaleup
MPS Cloud,MG,BELO HORIZONTE,Saúde e Bem-estar,B2B,SaaS,2015,6-10,sbase.me/s/mps-cloud,Scaleup
Picsize,MG,BELO HORIZONTE,Vendas e Marketing,B2B2C,SaaS,2017,6-10,sbase.me/s/picsize,Scaleup
Midhaz,MG,BELO HORIZONTE,Varejo / Atacado,B2B2C,Marketplace,2017,101-200,sbase.me/s/midhaz,Scaleup
4YouSee,MG,BELO HORIZONTE,Comunicação e Mídia,B2B,SaaS,2014,21-50,sbase.me/s/4yousee,Scaleup
Trackage,MG,UBERABA,Indústria,B2B,Hardware,2016,6-10,sbase.me/s/trackage,Scaleup
VIRTUX TECNOLOGIA,MG,UBERLÂNDIA,Varejo / Atacado,B2B,SaaS,2013,6-10,sbase.me/s/virtux-tecnologia,Scaleup
Imaginie,MG,BELO HORIZONTE,Educação,B2B2C,SaaS,2014,21-50,sbase.me/s/imaginie,Scaleup
SmarttBot,MG,BELO HORIZONTE,Finanças,B2C,SaaS,2010,21-50,sbase.me/s/smarttbot,Scaleup
Tracksale,MG,BELO HORIZONTE,CRM,B2B2C,SaaS,2012,21-50,sbase.me/s/tracksale,Scaleup
MaxMilhas,MG,BELO HORIZONTE,Eventos e Turismo,B2C,Marketplace,2011,6-10,sbase.me/s/maxmilhas,Scaleup
ALEPH SOLUCOES EM ENGENHARIA,MG,ITAJUBÁ,Indústria,B2B,Outros,2020,6-10,sbase.me/s/aleph-solucoes-em-engenharia,Scaleup
ONE Beleza,MG,BELO HORIZONTE,Outros,S/N,S/N,(Não informado),21-50,sbase.me/s/one-beleza,Scaleup
jiva,MG,UBERLÂNDIA,Outros,S/N,S/N,(Não informado),501-1000,sbase.me/s/jiva,Scaleup
lett.digital,MG,BELO HORIZONTE,Big Data,S/N,S/N,(Não informado),21-50,sbase.me/s/lettdigital,Scaleup
Bicha da Justiça,MG,BELO HORIZONTE,Outros,S/N,S/N,(Não informado),6-10,sbase.me/s/bicha-da-justica,Scaleup
Acerto,MG,BELO HORIZONTE,Finanças,S/N,S/N,(Não informado),21-50,sbase.me/s/acerto,Scaleup
ClubPetro,MG,ITABIRA,Varejo / Atacado,B2B,SaaS,2015,101-200,sbase.me/s/clubpetro,Scaleup
Super BrasilShop,MG,BELO HORIZONTE,E-commerce,B2B2C,Marketplace,2013,6-10,sbase.me/s/super-brasilshop,Scaleup
Nexti Soluções Inteligentes,MG,NOVA LIMA,Big Data,B2B,Venda de dados,2015,6-10,sbase.me/s/nexti-solucoes-inteligentes,Scaleup
Conciliadora,MG,BELO HORIZONTE,Finanças,B2B,SaaS,2008,21-50,sbase.me/s/conciliadora,Scaleup
AC Portal Soluções WEB Ltda,MG,BELO HORIZONTE,Internet,B2B2C,SaaS,2008,6-10,sbase.me/s/ac-portal-solucoes-web-ltda,Scaleup
Agely Soluções em Tecnologia,MG,SÃO SEBASTIÃO DO PARAÍSO,Varejo / Atacado,B2S,SaaS,2016,6-10,sbase.me/s/agely-solucoes-em-tecnologia,Scaleup
Widjet,MG,DIVINÓPOLIS,TIC e Telecom,B2B,SaaS,2016,6-10,sbase.me/s/widjet,Scaleup
Hi Position,MG,BELO HORIZONTE,Varejo / Atacado,B2B2C,SaaS,(Não informado),6-10,sbase.me/s/hi-position,Scaleup
Marina Tecnologia,RS,CAMPO BOM,Indústria,B2B,Outros,2015,21-50,sbase.me/s/marina-tecnologia-2,Scaleup
MonitorGov,RS,PORTO ALEGRE,Desenvolvimento de Software,B2B,SaaS,2017,21-50,sbase.me/s/monitorgov,Scaleup
DietBox,RS,PORTO ALEGRE,Saúde e Bem-estar,B2B2C,SaaS,2012,6-10,sbase.me/s/dietbox,Scaleup
Deskfy,RS,SÃO LEOPOLDO,Vendas e Marketing,B2B,SaaS,2017,21-50,sbase.me/s/deskfy,Scaleup
TownSq,RS,PORTO ALEGRE,Imobiliário,B2B2C,SaaS,2012,21-50,sbase.me/s/townsq,Scaleup
Uniway School,RS,PORTO ALEGRE,Educação,B2B2C,Outros,2017,11-20,sbase.me/s/uniway-school,Scaleup
Jetimob,RS,SANTA MARIA,Imobiliário,B2B,SaaS,2010,21-50,sbase.me/s/jetimob,Scaleup
PrivacyTools,RS,PORTO ALEGRE,Segurança e Defesa,B2B,SaaS,2019,11-20,sbase.me/s/privacytools,Scaleup
Ziel Engenharia,RS,PORTO ALEGRE,Serviços Profissionais,B2B,Outros,2016,6-10,sbase.me/s/ziel-engenharia,Scaleup
Sirros IoT,RS,NOVO HAMBURGO,Indústria,B2B,Hardware,2016,11-20,sbase.me/s/sirros-iot,Scaleup
Gáutica,RS,CAXIAS DO SUL,Indústria,B2B,SaaS,2009,6-10,sbase.me/s/gautica-1586376019779,Scaleup
Aprogend,RS,PORTO ALEGRE,Seguros,B2B2C,Marketplace,2016,6-10,sbase.me/s/aprogend,Scaleup
Pix Force,RS,PORTO ALEGRE,Desenvolvimento de Software,B2B,SaaS,2016,21-50,sbase.me/s/pix-force,Scaleup
Cluster21,RS,PORTO ALEGRE,Finanças,B2B2C,Outros,2017,21-50,sbase.me/s/cluster21,Scaleup
Warren Brasil,RS,PORTO ALEGRE,Finanças,B2C,Outros,2013,101-200,sbase.me/s/warren-brasil,Scaleup
Tribeca,RS,PORTO ALEGRE,Eventos e Turismo,B2B,Outros,2002,6-10,sbase.me/s/tribeca,Scaleup
INFOTech Assistência e Suporte em TI,RS,PORTO ALEGRE,TIC e Telecom,B2B2C,Hardware,(Não informado),6-10,sbase.me/s/infotech-assistencia-e-suporte-em-ti,Scaleup
SOHTEC,RS,PORTO ALEGRE,Imobiliário,B2C,SaaS,(Não informado),6-10,sbase.me/s/sohtec,Scaleup
Kromax - OpenFood,RS,SAPUCAIA DO SUL,Produtos de Consumo,B2B2C,E-commerce,(Não informado),6-10,sbase.me/s/kromax-openfood,Scaleup
MyClub,RS,ERECHIM,Varejo / Atacado,B2B2C,Outros,(Não informado),6-10,sbase.me/s/myclub,Scaleup
Otimizy Sistemas Inteligentes Ltda,RS,GARIBALDI,Varejo / Atacado,B2B,SaaS,(Não informado),6-10,sbase.me/s/otimizy-sistemas-inteligentes-ltda,Scaleup
YOU APP,RS,PORTO ALEGRE,Varejo / Atacado,B2C,Outros,(Não informado),6-10,sbase.me/s/you-app,Scaleup
ELEF SHOES,RS,NOVO HAMBURGO,Varejo / Atacado,B2B,E-commerce,(Não informado),6-10,sbase.me/s/elef-shoes,Scaleup
Erosi Compras,RS,CAXIAS DO SUL,Construção Civil,B2B,SaaS,(Não informado),6-10,sbase.me/s/erosi-compras,Scaleup
UBISTART,RS,CAXIAS DO SUL,Desenvolvimento de Software,B2B,Outros,2014,21-50,sbase.me/s/ubistart,Scaleup
Econodata,RS,PORTO ALEGRE,Vendas e Marketing,B2B,SaaS,2013,21-50,sbase.me/s/econodata,Scaleup
Rocket.Chat,RS,PORTO ALEGRE,Internet,B2B2C,Marketplace,2015,101-200,sbase.me/s/rocketchat,Scaleup
Me Salva!,RS,PORTO ALEGRE,Educação,B2C,SaaS,2010,6-10,sbase.me/s/me-salva,Scaleup
Aegro,RS,PORTO ALEGRE,Agronegócio,B2B,SaaS,(Não informado),101-200,sbase.me/s/aegro,Scaleup
Avctoris,RS,PORTO ALEGRE,Direito,B2B2C,Outros,2013,6-10,sbase.me/s/avctoris,Scaleup
Delivery Much,RS,SANTA MARIA,Produtos de Consumo,B2B2C,Marketplace,2011,101-200,sbase.me/s/delivery-much,Scaleup
Wedy,RS,SÃO LEOPOLDO,Serviços Profissionais,B2B2C,Marketplace,2014,21-50,sbase.me/s/wedy,Scaleup
Canvas360,RS,CAXIAS DO SUL,Outros,B2B,Marketplace,2017,6-10,sbase.me/s/canvas360,Scaleup
Oktopus,RJ,TERESÓPOLIS,Cloud Computing,B2B2C,SaaS,2016,6-10,sbase.me/s/oktopus,Scaleup
Master Treinamento e Desenvolvimento Corporativo,RJ,RIO DE JANEIRO,Educação,B2B2C,Outros,2019,6-10,sbase.me/s/master-treinamento-e-desenvolvimento-corporativo,Scaleup
Incentive.me,RJ,RIO DE JANEIRO,Vendas e Marketing,B2B,Marketplace,2016,6-10,sbase.me/s/incentiveme,Scaleup
Moleza App,RJ,MACAÉ,Serviços Profissionais,B2C,Marketplace,2017,11-20,sbase.me/s/moleza-app,Scaleup
Rede Parcerias,RJ,RIO DE JANEIRO,Vendas e Marketing,B2B,SaaS,2014,21-50,sbase.me/s/rede-parcerias,Scaleup
Decah,RJ,RIO DE JANEIRO,Gestão,B2B2C,Outros,2014,1-5,sbase.me/s/decah,Scaleup
PLANIUM,RJ,RIO DE JANEIRO,Seguros,B2B,SaaS,2009,11-20,sbase.me/s/planium,Scaleup
